texto,label
"Mugroso resentido debería desaparecer, arruina la comunidad y deberían banearlo ya.",1
El streamer no es más que una miserable y hay que quemar todo.,1
Ese sinvergüenza insulta a todos como ratero y hay que quemar todo.,1
ESE SINVERGÜENZA SE COMPORTA COMO UNA RATERO Y HAY QUE LINCHARLO ENTRE TODOS.,1
Esa basura insulta a todos como parásito y hay que lincharlo entre todos.,1
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
Hola comunidad espero que tengan una excelente semana bendiciones.,0
"EL POLÍTICO DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y LÁRGATE DE ESTA PLATAFORMA.",1
"Qué buena peda nos pusimos ayer estuvo chingón. Qué dolor de cabeza, puta madre.",0
ESA MUJER RESULTÓ SER UNA LACRA Y ERES UN PELIGRO SOCIAL.,1
"Recomiendo ampliamente este libro para aprender estructuras de datos. Qué dolor de cabeza, puta madre.",0
El creador da asco ver que es una basura y da asco que exista.,1
¿Alguien sabe a qué hora abre la biblioteca central de la facultad?,0
¿Alguien sabe a qué hora abre la biblioteca central de la facultad?,0
"Qué pinche asco de persona, una verdadera basura humana.",1
Usurero roba y es una pendeja y lárgate de esta plataforma.,1
El streamer no es más que una parásito y nadie le cree nada.,1
El político insulta a todos como sinvergüenza y nadie le cree nada.,1
Excelente video amigo muchas gracias por compartir la información.,0
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
Ese mentiroso no es más que una incompetente y ojalá te pase algo malo.,1
"Esa mujer debería desaparecer, arruina la comunidad y hay que quemar todo.",1
El proyecto final de ingeniería quedó agendada para el próximo lunes.,0
Pinche perro se comporta como una ratero y nadie le cree nada.,1
Hola qué buen contenido me suscribo de inmediato saludos.,0
Lárguense de aquí malditas plagas nadie los quiere.,1
Muchas gracias por compartir el enlace con la documentación de la API.,0
ESE MENTIROSO NO ES MÁS QUE UNA IMBÉCIL Y DA ASCO QUE EXISTA.,1
"Qué pendejada acabo de hacer con el café, lo derramé sobre el teclado. Qué dolor de cabeza, puta madre.",0
"Qué pendejada acabo de hacer con el café, lo derramé sobre el teclado.",0
"EL STREAMER DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y LÁRGATE DE ESTA PLATAFORMA.",1
Los trabajadores resultó ser una rata y hay que quemar todo.,1
Este tipo insulta a todos como mierda y deberían banearlo ya.,1
El proyecto final de ingeniería quedó agendada para el próximo lunes.,0
Este ratero no es más que una rata y da asco que exista.,1
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
"Gente ignorante debería desaparecer, arruina la comunidad y nadie le cree nada.",1
"Mugroso resentido debería desaparecer, arruina la comunidad y ojalá te pase algo malo.",1
EL POLÍTICO ROBA Y ES UNA CABRÓN Y NADIE LE CREE NADA.,1
"Qué buena peda nos pusimos ayer estuvo chingón. Qué dolor de cabeza, puta madre.",0
Qué buena peda nos pusimos ayer estuvo chingón.,0
Pinche perro resultó ser una ratero y deberían banearlo ya.,1
Recomiendo ampliamente este libro para aprender estructuras de datos.,0
Usurero es una completa pendejo y hay que quemar todo.,1
El proyecto final de ingeniería quedó agendada para el próximo lunes.,0
Muchas gracias por mantenernos informados todos los días.,0
"No mames, está cabrón el tráfico de hoy en la avenida principal. Qué dolor de cabeza, puta madre.",0
Hola comunidad espero que tengan una excelente semana bendiciones.,0
"Recomiendo ampliamente este libro para aprender estructuras de datos. Qué dolor de cabeza, puta madre.",0
Hola comunidad espero que tengan una excelente semana bendiciones.,0
"EL STREAMER DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y DEBERÍAN BANEARLO YA.",1
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
El creador da asco ver que es una inepto y lárgate de esta plataforma.,1
Hola buenos días gracias por el gran aporte al canal.,0
Este tipo es una completa basura y nadie le cree nada.,1
"Este delincuente debería estar en la cárcel, escoria social.",1
"Este tipo debería desaparecer, arruina la comunidad y nadie le cree nada.",1
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
Los trabajadores insulta a todos como mierda y nadie le cree nada.,1
Este tipo no es más que una rata y hay que lincharlo entre todos.,1
Esa mujer insulta a todos como plaga y hay que lincharlo entre todos.,1
Hola qué buen contenido me suscribo de inmediato saludos.,0
Excelente video amigo muchas gracias por compartir la información.,0
A este perro mentiroso nadie le cree por chillón.,1
El proyecto final de ingeniería quedó agendada para el próximo lunes.,0
Gente ignorante da asco ver que es una corrupto y hay que lincharlo entre todos.,1
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
"ESA LACRA DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y HAY QUE QUEMAR TODO.",1
Esa basura demuestra ser una escoria y da asco que exista.,1
"El candidato debería desaparecer, arruina la comunidad y deberían banearlo ya.",1
Ese sinvergüenza da asco ver que es una imbécil y eres un peligro social.,1
"Esa basura debería desaparecer, arruina la comunidad y debería desaparecer ya.",1
Esa lacra se comporta como una miserable y hay que quemar todo.,1
"Este ratero debería desaparecer, arruina la comunidad y da asco que exista.",1
Hola buenos días gracias por el gran aporte al canal.,0
"Ese sinvergüenza debería desaparecer, arruina la comunidad y lárgate de esta plataforma.",1
"El político debería desaparecer, arruina la comunidad y debería desaparecer ya.",1
Ese sinvergüenza no es más que una mentiroso y debería desaparecer ya.,1
Esa lacra demuestra ser una lacra y deberían banearlo ya.,1
"Excelente participación de los alumnos en la conferencia de tecnología. Qué dolor de cabeza, puta madre.",0
"Ese usuario debería desaparecer, arruina la comunidad y nadie le cree nada.",1
Ese mentiroso se comporta como una parásito y hay que quemar todo.,1
Hola buenos días gracias por el gran aporte al canal.,0
Esa basura resultó ser una mediocre y hay que lincharlo entre todos.,1
"PINCHE PERRO DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y DEBERÍAN BANEARLO YA.",1
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
Excelente video amigo muchas gracias por compartir la información.,0
"Usurero debería desaparecer, arruina la comunidad y nadie le cree nada.",1
El político demuestra ser una cabrón y lárgate de esta plataforma.,1
"Qué buena peda nos pusimos ayer estuvo chingón. Qué dolor de cabeza, puta madre.",0
Este ratero no es más que una inepto y ojalá te pase algo malo.,1
"Ese usuario debería desaparecer, arruina la comunidad y hay que lincharlo entre todos.",1
Mugroso resentido se comporta como una cabrón y hay que quemar todo.,1
Ese usuario se comporta como una parásito y ojalá te pase algo malo.,1
"Excelente participación de los alumnos en la conferencia de tecnología. Qué dolor de cabeza, puta madre.",0
"Excelente participación de los alumnos en la conferencia de tecnología. Qué dolor de cabeza, puta madre.",0
Hola qué buen contenido me suscribo de inmediato saludos.,0
El candidato demuestra ser una pendeja y da asco que exista.,1
"Qué pendejo estoy, olvidé el archivo en la otra computadora. Qué dolor de cabeza, puta madre.",0
"Ese sinvergüenza debería desaparecer, arruina la comunidad y ojalá te pase algo malo.",1
Hola comunidad espero que tengan una excelente semana bendiciones.,0
"El político debería desaparecer, arruina la comunidad y da asco que exista.",1
"ESA MUJER DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y DA ASCO QUE EXISTA.",1
"El creador debería desaparecer, arruina la comunidad y da asco que exista.",1
Hola buenos días gracias por el gran aporte al canal.,0
Excelente video amigo muchas gracias por compartir la información.,0
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
"El streamer debería desaparecer, arruina la comunidad y hay que lincharlo entre todos.",1
Excelente video amigo muchas gracias por compartir la información.,0
"Ya valió madre, se cayó el sistema de la escuela otra vez.",0
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
Los trabajadores se comporta como una cabrón y eres un peligro social.,1
El creador se comporta como una parásito y debería desaparecer ya.,1
"Qué pinche asco de persona, una verdadera basura humana.",1
Hola buenos días gracias por el gran aporte al canal.,0
ESA LACRA SE COMPORTA COMO UNA MENTIROSO Y NADIE LE CREE NADA.,1
"Usurero debería desaparecer, arruina la comunidad y ojalá te pase algo malo.",1
Gente ignorante insulta a todos como ratero y deberían banearlo ya.,1
El candidato roba y es una pendeja y deberían banearlo ya.,1
Esa basura se comporta como una miserable y eres un peligro social.,1
"¿Alguien sabe a qué hora abre la biblioteca central de la facultad? Qué dolor de cabeza, puta madre.",0
PINCHE PERRO ROBA Y ES UNA LACRA Y OJALÁ TE PASE ALGO MALO.,1
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
Hola buenos días gracias por el gran aporte al canal.,0
Este tipo insulta a todos como corrupto y eres un peligro social.,1
"Este delincuente debería estar en la cárcel, escoria social.",1
"El streamer debería desaparecer, arruina la comunidad y da asco que exista.",1
"Este delincuente debería estar en la cárcel, escoria social.",1
"Este delincuente debería estar en la cárcel, escoria social.",1
Los trabajadores demuestra ser una mierda y debería desaparecer ya.,1
"Gente ignorante debería desaparecer, arruina la comunidad y ojalá te pase algo malo.",1
Hola buenos días gracias por el gran aporte al canal.,0
"Ya valió madre, se cayó el sistema de la escuela otra vez.",0
"Ya valió madre, se cayó el sistema de la escuela otra vez.",0
Este tipo resultó ser una ratero y ojalá te pase algo malo.,1
ESE USUARIO ES UNA COMPLETA RATERO Y ERES UN PELIGRO SOCIAL.,1
"Recomiendo ampliamente este libro para aprender estructuras de datos. Qué dolor de cabeza, puta madre.",0
Puta madre me dolió mucho el golpe en el pie.,0
El creador resultó ser una pendeja y deberían banearlo ya.,1
El proyecto final de ingeniería quedó agendada para el próximo lunes.,0
Excelente video amigo muchas gracias por compartir la información.,0
Este ratero no es más que una corrupto y lárgate de esta plataforma.,1
"Qué pendejada acabo de hacer con el café, lo derramé sobre el teclado.",0
Esa lacra roba y es una sinvergüenza y deberían banearlo ya.,1
Ese sinvergüenza demuestra ser una sinvergüenza y nadie le cree nada.,1
"¿Alguien sabe a qué hora abre la biblioteca central de la facultad? Qué dolor de cabeza, puta madre.",0
"Qué pendejada acabo de hacer con el café, lo derramé sobre el teclado.",0
"Puta madre me dolió mucho el golpe en el pie. Qué dolor de cabeza, puta madre.",0
LÁRGUENSE DE AQUÍ MALDITAS PLAGAS NADIE LOS QUIERE.,1
"Los trabajadores debería desaparecer, arruina la comunidad y nadie le cree nada.",1
ESTE TIPO SE COMPORTA COMO UNA IGNORANTE Y DEBERÍA DESAPARECER YA.,1
"PINCHE PERRO DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y LÁRGATE DE ESTA PLATAFORMA.",1
"Qué pendejo estoy, olvidé el archivo en la otra computadora.",0
Este ratero insulta a todos como rata y debería desaparecer ya.,1
Ese mentiroso resultó ser una pendeja y hay que lincharlo entre todos.,1
"No mames, está cabrón el tráfico de hoy en la avenida principal.",0
Este tipo resultó ser una inepto y hay que lincharlo entre todos.,1
Esa basura es una completa parásito y da asco que exista.,1
Esa lacra demuestra ser una plaga y debería desaparecer ya.,1
"Esa lacra debería desaparecer, arruina la comunidad y nadie le cree nada.",1
Pinche perro insulta a todos como plaga y eres un peligro social.,1
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
Hola comunidad espero que tengan una excelente semana bendiciones.,0
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
"ESA MUJER DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y DEBERÍA DESAPARECER YA.",1
"Mugroso resentido debería desaparecer, arruina la comunidad y hay que quemar todo.",1
EL STREAMER DEMUESTRA SER UNA RATERO Y DA ASCO QUE EXISTA.,1
"No mames, está cabrón el tráfico de hoy en la avenida principal.",0
ESTE TIPO DA ASCO VER QUE ES UNA CORRUPTO Y HAY QUE QUEMAR TODO.,1
"PINCHE PERRO DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y HAY QUE LINCHARLO ENTRE TODOS.",1
"Ese usuario debería desaparecer, arruina la comunidad y debería desaparecer ya.",1
"Usurero debería desaparecer, arruina la comunidad y eres un peligro social.",1
"Ese usuario debería desaparecer, arruina la comunidad y deberían banearlo ya.",1
El creador resultó ser una mediocre y da asco que exista.,1
"Qué buena peda nos pusimos ayer estuvo chingón. Qué dolor de cabeza, puta madre.",0
Hola comunidad espero que tengan una excelente semana bendiciones.,0
Este ratero da asco ver que es una miserable y hay que lincharlo entre todos.,1
"Esa lacra debería desaparecer, arruina la comunidad y hay que lincharlo entre todos.",1
"Qué pinche asco de persona, una verdadera basura humana.",1
Está cabrón terminar este proyecto final para el lunes.,0
EL CANDIDATO DA ASCO VER QUE ES UNA PENDEJA Y OJALÁ TE PASE ALGO MALO.,1
Pinche perro no es más que una mediocre y lárgate de esta plataforma.,1
